date,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments,district
2025-05-01,chhattisgarh,balodabazar,492,35,17,544,Baloda Bazar
2025-05-01,chhattisgarh,bijapur,275,180,155,610,Bijapur
2025-05-01,chhattisgarh,sukma,178,55,19,252,Sukma
2025-05-01,delhi,centraldelhi,208,105,20,333,Central Delhi
2025-05-01,delhi,eastdelhi,969,342,67,1378,East Delhi
2025-05-01,delhi,northwestdelhi,368,251,25,644,North West Delhi
2025-05-01,delhi,shahdara,66,47,20,133,Shahdara
2025-05-01,delhi,southdelhi,217,88,28,333,South Delhi
2025-05-01,delhi,southwestdelhi,448,188,48,684,South West Delhi
2025-05-01,delhi,westdelhi,1411,493,172,2076,West Delhi
2025-05-01,gujarat,ahmedabad,756,347,97,1200,Ahmedabad
2025-05-01,gujarat,anand,111,22,10,143,Anand
2025-05-01,gujarat,banaskantha,1146,724,178,2048,Banaskantha
2025-05-01,gujarat,bharuch,303,69,23,395,Bharuch
2025-05-01,gujarat,chhotaudepur,127,61,28,216,Chhotaudepur
2025-05-01,gujarat,dahod,710,717,653,2080,Dahod
2025-05-01,gujarat,devbhumidwarka,167,26,23,216,Devbhumi Dwarka
2025-05-01,gujarat,gandhinagar,251,28,16,295,Gandhinagar
2025-05-01,gujarat,girsomnath,181,53,26,260,Gir Somnath
2025-05-01,gujarat,jamnagar,410,77,67,554,Jamnagar
2025-05-01,gujarat,kachchh,59,79,12,150,Kachchh
2025-05-01,gujarat,kheda,89,18,33,140,Kheda
2025-05-01,gujarat,mahesana,178,26,13,217,Mahesana
2025-05-01,gujarat,morbi,389,88,46,523,Morbi
2025-05-01,gujarat,navsari,122,21,15,158,Navsari
2025-05-01,gujarat,panchmahals,311,83,61,455,Panchmahals
2025-05-01,gujarat,patan,225,53,25,303,Patan
2025-05-01,gujarat,rajkot,1375,312,221,1908,Rajkot
2025-05-01,gujarat,sabarkantha,90,41,11,142,Sabarkantha
2025-05-01,gujarat,surat,1396,542,48,1986,Surat
2025-05-01,gujarat,thedangs,174,49,38,261,The Dangs
2025-05-01,gujarat,vadodara,158,78,10,246,Vadodara
2025-05-01,gujarat,valsad,277,101,20,398,Valsad
2025-05-01,haryana,faridabad,1358,311,32,1701,Faridabad
2025-05-01,haryana,gurgaon,512,143,13,668,Gurgaon
2025-05-01,haryana,mewat,1169,147,11,1327,Mewat
2025-05-01,jammu and kashmir,baramula,136,39,12,187,Baramula
2025-05-01,jammu and kashmir,jammu,55,16,10,81,Jammu
2025-05-01,karnataka,bangalorerural,176,35,29,240,Bangalore Rural
2025-05-01,karnataka,bengaluru,2659,1723,869,5251,Bengaluru
2025-05-01,kerala,kollam,34,12,10,56,Kollam
2025-05-01,kerala,malappuram,135,121,10,266,Malappuram
2025-05-01,kerala,thiruvananthapuram,32,15,11,58,Thiruvananthapuram
2025-05-01,madhya pradesh,alirajpur,66,42,25,133,Alirajpur
2025-05-01,madhya pradesh,ashoknagar,161,40,19,220,Ashok Nagar
2025-05-01,madhya pradesh,barwani,2114,1005,55,3174,Barwani
2025-05-01,madhya pradesh,bhind,670,238,48,956,Bhind
2025-05-01,madhya pradesh,burhanpur,724,179,29,932,Burhanpur
2025-05-01,madhya pradesh,chhatarpur,394,313,30,737,Chhatarpur
2025-05-01,madhya pradesh,dewas,518,87,17,622,Dewas
2025-05-01,madhya pradesh,gwalior,338,108,18,464,Gwalior
2025-05-01,madhya pradesh,indore,519,111,18,648,Indore
2025-05-01,madhya pradesh,jhabua,308,316,10,634,Jhabua
2025-05-01,madhya pradesh,khandwa,47,21,10,78,Khandwa
2025-05-01,madhya pradesh,khargone,304,131,13,448,Khargone
2025-05-01,madhya pradesh,morena,709,313,44,1066,Morena
2025-05-01,madhya pradesh,panna,140,71,13,224,Panna
2025-05-01,madhya pradesh,vidisha,209,43,15,267,Vidisha
2025-05-01,maharashtra,beed,366,63,15,444,Beed
2025-05-01,maharashtra,dhule,118,46,18,182,Dhule
2025-05-01,maharashtra,hingoli,246,31,34,311,Hingoli
2025-05-01,maharashtra,jalgaon,506,92,43,641,Jalgaon
2025-05-01,maharashtra,mumbaisuburban,882,457,230,1569,Mumbai Suburban
2025-05-01,maharashtra,nagpur,243,28,22,293,Nagpur
2025-05-01,maharashtra,nanded,383,80,39,502,Nanded
2025-05-01,maharashtra,nandurbar,251,134,21,406,Nandurbar
2025-05-01,maharashtra,nashik,97,14,45,156,Nashik
2025-05-01,maharashtra,palghar,162,155,14,331,Palghar
2025-05-01,maharashtra,parbhani,425,90,32,547,Parbhani
2025-05-01,maharashtra,pune,328,97,61,486,Pune
2025-05-01,maharashtra,sangli,160,45,20,225,Sangli
2025-05-01,maharashtra,satara,150,32,10,192,Satara
2025-05-01,maharashtra,solapur,473,97,51,621,Solapur
2025-05-01,maharashtra,thane,1437,799,96,2332,Thane
2025-05-01,maharashtra,washim,198,20,10,228,Washim
2025-05-01,maharashtra,yavatmal,281,72,30,383,Yavatmal
2025-05-01,manipur,bishnupur,76,79,30,185,Bishnupur
2025-05-01,manipur,imphalwest,44,37,25,106,Imphal West
2025-05-01,meghalaya,eastgarohills,180,448,267,895,East Garo Hills
2025-05-01,meghalaya,eastjaintiahills,125,248,256,629,East Jaintia Hills
2025-05-01,meghalaya,eastkhasihills,768,2259,1867,4894,East Khasi Hills
2025-05-01,meghalaya,northgarohills,65,168,91,324,North Garo Hills
2025-05-01,meghalaya,ribhoi,243,733,633,1609,Ri Bhoi
2025-05-01,meghalaya,southgarohills,105,388,192,685,South Garo Hills
2025-05-01,meghalaya,southwestgarohills,392,240,167,799,South West Garo Hills
2025-05-01,meghalaya,southwestkhasihills,135,192,200,527,South West Khasi Hills
2025-05-01,meghalaya,westgarohills,683,994,708,2385,West Garo Hills
2025-05-01,meghalaya,westjaintiahills,558,909,734,2201,West Jaintia Hills
2025-05-01,meghalaya,westkhasihills,406,1103,923,2432,West Khasi Hills
2025-05-01,mizoram,lawngtlai,280,62,29,371,Lawngtlai
2025-05-01,mizoram,lunglei,136,31,16,183,Lunglei
2025-05-01,mizoram,saiha,59,61,63,183,Saiha
2025-05-01,nagaland,dimapur,155,207,22,384,Dimapur
2025-05-01,nagaland,peren,148,119,15,282,Peren
2025-05-01,punjab,amritsar,664,284,26,974,Amritsar
2025-05-01,punjab,gurdaspur,114,20,13,147,Gurdaspur
2025-05-01,punjab,hoshiarpur,197,48,18,263,Hoshiarpur
2025-05-01,punjab,kapurthala,233,67,96,396,Kapurthala
2025-05-01,punjab,ludhiana,876,458,49,1383,Ludhiana
2025-05-01,punjab,patiala,456,125,23,604,Patiala
2025-05-01,rajasthan,alwar,610,179,10,799,Alwar
2025-05-01,rajasthan,bikaner,421,164,20,605,Bikaner
2025-05-01,rajasthan,jaipur,120,70,10,200,Jaipur
2025-05-01,rajasthan,jodhpur,595,190,15,800,Jodhpur
2025-05-01,rajasthan,sirohi,246,301,10,557,Sirohi
2025-05-01,tamil nadu,coimbatore,59,19,11,89,Coimbatore
2025-05-01,tamil nadu,cuddalore,120,11,10,141,Cuddalore
2025-05-01,tamil nadu,pudukkottai,143,34,13,190,Pudukkottai
2025-05-01,telangana,hyderabad,736,154,21,911,Hyderabad
2025-05-01,uttar pradesh,agra,1550,967,60,2577,Agra
2025-05-01,uttar pradesh,aligarh,1564,1159,103,2826,Aligarh
2025-05-01,uttar pradesh,bahraich,1485,1891,193,3569,Bahraich
2025-05-01,uttar pradesh,banda,730,804,70,1604,Banda
2025-05-01,uttar pradesh,bareilly,1306,574,49,1929,Bareilly
2025-05-01,uttar pradesh,bijnor,1351,432,39,1822,Bijnor
2025-05-01,uttar pradesh,budaun,222,228,11,461,Budaun
2025-05-01,uttar pradesh,chandauli,214,191,14,419,Chandauli
2025-05-01,uttar pradesh,deoria,384,503,20,907,Deoria
2025-05-01,uttar pradesh,etah,1092,457,48,1597,Etah
2025-05-01,uttar pradesh,fatehpur,274,224,11,509,Fatehpur
2025-05-01,uttar pradesh,gautambuddhanagar,867,915,52,1834,Gautam Buddha Nagar
2025-05-01,uttar pradesh,ghaziabad,882,747,37,1666,Ghaziabad
2025-05-01,uttar pradesh,gorakhpur,129,352,41,522,Gorakhpur
2025-05-01,uttar pradesh,hapur,681,450,11,1142,Hapur
2025-05-01,uttar pradesh,hathras,478,319,11,808,Hathras
2025-05-01,uttar pradesh,kanpurnagar,835,854,57,1746,Kanpur Nagar
2025-05-01,uttar pradesh,kheri,832,687,33,1552,Kheri
2025-05-01,uttar pradesh,kushinagar,170,229,10,409,Kushinagar
2025-05-01,uttar pradesh,lalitpur,138,71,10,219,Lalitpur
2025-05-01,uttar pradesh,lucknow,608,560,48,1216,Lucknow
2025-05-01,uttar pradesh,maharajganj,500,791,40,1331,Maharajganj
2025-05-01,uttar pradesh,meerut,1663,1146,38,2847,Meerut
2025-05-01,uttar pradesh,moradabad,1673,793,79,2545,Moradabad
2025-05-01,uttar pradesh,pilibhit,1367,640,21,2028,Pilibhit
2025-05-01,uttar pradesh,prayagraj,23,45,19,87,Prayagraj
2025-05-01,uttar pradesh,rampur,1304,700,27,2031,Rampur
2025-05-01,uttar pradesh,shahjahanpur,1274,987,51,2312,Shahjahanpur
2025-05-01,uttar pradesh,shrawasti,279,445,28,752,Shrawasti
2025-05-01,uttar pradesh,siddharthnagar,603,1073,47,1723,Siddharthnagar
2025-05-01,uttar pradesh,sitapur,802,540,31,1373,Sitapur
2025-05-01,uttar pradesh,sultanpur,209,205,10,424,Sultanpur
2025-05-01,uttar pradesh,unnao,865,726,37,1628,Unnao
2025-05-01,uttar pradesh,varanasi,574,849,23,1446,Varanasi
2025-05-01,uttarakhand,dehradun,477,135,12,624,Dehradun
2025-05-01,west bengal,alipurduar,42,112,43,197,Alipurduar
2025-05-01,west bengal,birbhum,204,61,13,278,Birbhum
2025-05-01,west bengal,coochbehar,991,606,77,1674,Cooch Behar
2025-05-01,west bengal,dakshindinajpur,179,42,14,235,Dakshin Dinajpur
2025-05-01,west bengal,darjeeling,297,223,78,598,Darjeeling
2025-05-01,west bengal,jalpaiguri,493,413,74,980,Jalpaiguri
2025-05-01,west bengal,kalimpong,12,39,27,78,Kalimpong
2025-05-01,west bengal,kolkata,247,222,34,503,Kolkata
2025-05-01,west bengal,nadia,478,108,50,636,Nadia
2025-05-01,west bengal,north24parganas,494,195,37,726,North 24 Parganas
2025-05-01,west bengal,uttardinajpur,2101,1479,97,3677,Uttar Dinajpur
2025-06-01,andhra pradesh,spsrnellore,742,405,201,1348,Spsr Nellore
2025-06-01,andhra pradesh,visakhapatanam,186,28,12,226,Visakhapatanam
2025-06-01,assam,baksa,28,12,12,52,Baksa
2025-06-01,assam,barpeta,699,376,104,1179,Barpeta
2025-06-01,assam,bongaigaon,33,14,14,61,Bongaigaon
2025-06-01,assam,cachar,847,584,201,1632,Cachar
2025-06-01,assam,darrang,63,25,10,98,Darrang
2025-06-01,assam,dhemaji,135,126,55,316,Dhemaji
2025-06-01,assam,dhubri,323,198,24,545,Dhubri
2025-06-01,assam,dibrugarh,413,127,134,674,Dibrugarh
2025-06-01,assam,dimahasao,33,28,10,71,Dima Hasao
2025-06-01,assam,goalpara,17,43,20,80,Goalpara
2025-06-01,assam,golaghat,561,502,202,1265,Golaghat
2025-06-01,assam,hojai,277,76,11,364,Hojai
2025-06-01,assam,jorhat,24,19,13,56,Jorhat
2025-06-01,assam,kamrup,133,51,23,207,Kamrup
2025-06-01,assam,kamrupmetro,55,54,65,174,Kamrup Metro
2025-06-01,assam,karimganj,253,277,97,627,Karimganj
2025-06-01,assam,kokrajhar,155,115,17,287,Kokrajhar
2025-06-01,assam,lakhimpur,207,181,63,451,Lakhimpur
2025-06-01,assam,marigaon,412,250,118,780,Marigaon
2025-06-01,assam,nagaon,24,67,65,156,Nagaon
2025-06-01,assam,sivasagar,37,33,10,80,Sivasagar
2025-06-01,assam,sonitpur,97,110,77,284,Sonitpur
2025-06-01,assam,westkarbianglong,52,133,110,295,West Karbi Anglong
2025-06-01,bihar,araria,850,787,39,1676,Araria
2025-06-01,bihar,banka,397,542,36,975,Banka
2025-06-01,bihar,bhagalpur,1407,2293,150,3850,Bhagalpur
2025-06-01,bihar,darbhanga,255,183,10,448,Darbhanga
2025-06-01,bihar,gaya,515,1341,37,1893,Gaya
2025-06-01,bihar,gopalganj,577,1145,51,1773,Gopalganj
2025-06-01,bihar,jamui,323,426,23,772,Jamui
2025-06-01,bihar,kaimur(bhabua),165,536,10,711,Kaimur (Bhabua)
2025-06-01,bihar,katihar,488,463,34,985,Katihar
2025-06-01,bihar,lakhisarai,298,478,10,786,Lakhisarai
2025-06-01,bihar,madhubani,876,1379,170,2425,Madhubani
2025-06-01,bihar,munger,117,279,10,406,Munger
2025-06-01,bihar,muzaffarpur,1562,2080,140,3782,Muzaffarpur
2025-06-01,bihar,nalanda,307,1153,37,1497,Nalanda
2025-06-01,bihar,pashchimchamparan,1969,4299,239,6507,Pashchim Champaran
2025-06-01,bihar,patna,320,1009,38,1367,Patna
2025-06-01,bihar,purbichamparan,1549,4314,335,6198,Purbi Champaran
2025-06-01,bihar,purnia,620,741,57,1418,Purnia
2025-06-01,bihar,saharsa,319,487,20,826,Saharsa
2025-06-01,bihar,saran,222,864,25,1111,Saran
2025-06-01,bihar,sitamarhi,2839,3126,511,6476,Sitamarhi
2025-06-01,bihar,siwan,185,298,21,504,Siwan
2025-06-01,chhattisgarh,bijapur,205,254,173,632,Bijapur
2025-06-01,chhattisgarh,gaurellapendramarwahi,403,185,43,631,Gaurella Pendra Marwahi
2025-06-01,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,188,49,12,249,Dadra and Nagar Haveli
2025-06-01,delhi,centraldelhi,134,49,11,194,Central Delhi
2025-06-01,delhi,eastdelhi,660,299,26,985,East Delhi
2025-06-01,delhi,newdelhi,212,100,51,363,New Delhi
2025-06-01,delhi,northdelhi,332,244,22,598,North Delhi
2025-06-01,delhi,northeastdelhi,998,569,10,1577,North East Delhi
2025-06-01,delhi,northwestdelhi,588,184,26,798,North West Delhi
2025-06-01,delhi,southdelhi,619,249,43,911,South Delhi
2025-06-01,delhi,southwestdelhi,202,90,29,321,South West Delhi
2025-06-01,delhi,westdelhi,1582,587,245,2414,West Delhi
2025-06-01,gujarat,ahmadabad,685,480,60,1225,Ahmadabad
2025-06-01,gujarat,anand,148,57,24,229,Anand
2025-06-01,gujarat,banaskantha,1459,1675,156,3290,Banaskantha
2025-06-01,gujarat,bhavnagar,189,39,11,239,Bhavnagar
2025-06-01,gujarat,botad,289,64,11,364,Botad
2025-06-01,gujarat,chhotaudepur,97,34,10,141,Chhotaudepur
2025-06-01,gujarat,dang,222,72,70,364,Dang
2025-06-01,gujarat,dohad,1162,1835,191,3188,Dohad
2025-06-01,gujarat,gandhinagar,204,67,41,312,Gandhinagar
2025-06-01,gujarat,kachchh,73,49,11,133,Kachchh
2025-06-01,gujarat,mahisagar,106,37,18,161,Mahisagar
2025-06-01,gujarat,morbi,777,366,26,1169,Morbi
2025-06-01,gujarat,patan,207,80,11,298,Patan
2025-06-01,gujarat,porbandar,209,57,11,277,Porbandar
2025-06-01,gujarat,rajkot,114,194,16,324,Rajkot
2025-06-01,gujarat,vadodara,334,139,37,510,Vadodara
2025-06-01,haryana,ambala,245,23,13,281,Ambala
2025-06-01,haryana,faridabad,1698,483,83,2264,Faridabad
2025-06-01,haryana,gurugram,534,207,81,822,Gurugram
2025-06-01,haryana,hisar,350,46,10,406,Hisar
2025-06-01,haryana,kaithal,406,19,10,435,Kaithal
2025-06-01,haryana,kurukshetra,72,10,11,93,Kurukshetra
2025-06-01,haryana,nuh,1251,213,42,1506,Nuh
2025-06-01,haryana,panipat,776,87,14,877,Panipat
2025-06-01,haryana,rohtak,420,56,52,528,Rohtak
2025-06-01,haryana,sonipat,360,46,23,429,Sonipat
2025-06-01,jharkhand,chatra,246,218,10,474,Chatra
2025-06-01,jharkhand,dumka,74,110,14,198,Dumka
2025-06-01,jharkhand,gumla,228,131,10,369,Gumla
2025-06-01,jharkhand,khunti,91,148,11,250,Khunti
2025-06-01,jharkhand,lohardaga,165,174,21,360,Lohardaga
2025-06-01,jharkhand,pakur,501,590,16,1107,Pakur
2025-06-01,jharkhand,ranchi,259,273,34,566,Ranchi
2025-06-01,karnataka,bengalururural,511,312,311,1134,Bengaluru Rural
2025-06-01,karnataka,bengaluruurban,5062,3223,1838,10123,Bengaluru Urban
2025-06-01,karnataka,raichur,290,127,11,428,Raichur
2025-06-01,kerala,ernakulam,70,58,11,139,Ernakulam
2025-06-01,kerala,thrissur,15,22,10,47,Thrissur
2025-06-01,madhya pradesh,alirajpur,376,586,84,1046,Alirajpur
2025-06-01,madhya pradesh,ashoknagar,437,408,23,868,Ashok Nagar
2025-06-01,madhya pradesh,barwani,1067,1106,60,2233,Barwani
2025-06-01,madhya pradesh,bhind,507,328,50,885,Bhind
2025-06-01,madhya pradesh,bhopal,690,115,28,833,Bhopal
2025-06-01,madhya pradesh,burhanpur,1142,574,61,1777,Burhanpur
2025-06-01,madhya pradesh,chhatarpur,272,401,41,714,Chhatarpur
2025-06-01,madhya pradesh,dhar,892,570,65,1527,Dhar
2025-06-01,madhya pradesh,gwalior,1064,789,77,1930,Gwalior
2025-06-01,madhya pradesh,indore,411,138,12,561,Indore
2025-06-01,madhya pradesh,jhabua,261,628,10,899,Jhabua
2025-06-01,madhya pradesh,katni,195,88,10,293,Katni
2025-06-01,madhya pradesh,khargone,242,258,26,526,Khargone
2025-06-01,madhya pradesh,morena,1327,872,70,2269,Morena
2025-06-01,madhya pradesh,sagar,131,53,17,201,Sagar
2025-06-01,madhya pradesh,sheopur,368,430,11,809,Sheopur
2025-06-01,madhya pradesh,shivpuri,326,430,27,783,Shivpuri
2025-06-01,maharashtra,amravati,280,77,11,368,Amravati
2025-06-01,maharashtra,beed,659,294,46,999,Beed
2025-06-01,maharashtra,buldhana,306,51,11,368,Buldhana
2025-06-01,maharashtra,chandrapur,198,24,10,232,Chandrapur
2025-06-01,maharashtra,dhule,793,484,211,1488,Dhule
2025-06-01,maharashtra,hingoli,261,62,14,337,Hingoli
2025-06-01,maharashtra,latur,390,140,15,545,Latur
2025-06-01,maharashtra,nanded,432,124,28,584,Nanded
2025-06-01,maharashtra,palghar,252,252,10,514,Palghar
2025-06-01,maharashtra,pune,142,83,11,236,Pune
2025-06-01,maharashtra,sangli,240,105,11,356,Sangli
2025-06-01,maharashtra,satara,136,55,10,201,Satara
2025-06-01,maharashtra,thane,2432,1767,222,4421,Thane
2025-06-01,manipur,churachandpur,91,499,13,603,Churachandpur
2025-06-01,meghalaya,eastgarohills,70,469,341,880,East Garo Hills
2025-06-01,meghalaya,eastjaintiahills,96,414,308,818,East Jaintia Hills
2025-06-01,meghalaya,eastkhasihills,287,1875,978,3140,East Khasi Hills
2025-06-01,meghalaya,ribhoi,69,398,316,783,Ri Bhoi
2025-06-01,meghalaya,southgarohills,42,197,312,551,South Garo Hills
2025-06-01,meghalaya,southwestgarohills,264,209,145,618,South West Garo Hills
2025-06-01,meghalaya,southwestkhasihills,54,184,146,384,South West Khasi Hills
2025-06-01,meghalaya,westgarohills,521,992,854,2367,West Garo Hills
2025-06-01,meghalaya,westjaintiahills,192,1017,634,1843,West Jaintia Hills
2025-06-01,meghalaya,westkhasihills,129,1296,752,2177,West Khasi Hills
2025-06-01,mizoram,champhai,86,26,26,138,Champhai
2025-06-01,mizoram,lawngtlai,119,43,11,173,Lawngtlai
2025-06-01,nagaland,dimapur,105,240,32,377,Dimapur
2025-06-01,nagaland,mon,39,121,14,174,Mon
2025-06-01,nagaland,peren,37,141,10,188,Peren
2025-06-01,punjab,hoshiarpur,234,59,20,313,Hoshiarpur
2025-06-01,punjab,kapurthala,182,67,68,317,Kapurthala
2025-06-01,punjab,ludhiana,1095,645,90,1830,Ludhiana
2025-06-01,punjab,s.a.snagar,193,75,14,282,S.A.S Nagar
2025-06-01,rajasthan,alwar,670,240,13,923,Alwar
2025-06-01,rajasthan,barmer,684,259,10,953,Barmer
2025-06-01,rajasthan,bhilwara,430,117,20,567,Bhilwara
2025-06-01,rajasthan,bikaner,721,539,33,1293,Bikaner
2025-06-01,rajasthan,churu,253,269,13,535,Churu
2025-06-01,rajasthan,jaisalmer,46,74,14,134,Jaisalmer
2025-06-01,rajasthan,jodhpur,520,204,27,751,Jodhpur
2025-06-01,rajasthan,nagaur,554,363,10,927,Nagaur
2025-06-01,rajasthan,sirohi,216,289,28,533,Sirohi
2025-06-01,tamil nadu,kallakurichi,165,55,23,243,Kallakurichi
2025-06-01,tamil nadu,kanchipuram,264,76,11,351,Kanchipuram
2025-06-01,tamil nadu,madurai,62,14,12,88,Madurai
2025-06-01,tamil nadu,ramanathapuram,92,38,22,152,Ramanathapuram
2025-06-01,tamil nadu,salem,335,95,64,494,Salem
2025-06-01,tamil nadu,sivaganga,70,13,10,93,Sivaganga
2025-06-01,tamil nadu,vellore,367,102,41,510,Vellore
2025-06-01,telangana,hyderabad,690,479,49,1218,Hyderabad
2025-06-01,telangana,medchalmalkajgiri,159,119,20,298,Medchal Malkajgiri
2025-06-01,tripura,dhalai,60,87,20,167,Dhalai
2025-06-01,uttar pradesh,agra,1775,1860,154,3789,Agra
2025-06-01,uttar pradesh,aligarh,1247,1291,97,2635,Aligarh
2025-06-01,uttar pradesh,amroha,329,240,10,579,Amroha
2025-06-01,uttar pradesh,ayodhya,38,32,12,82,Ayodhya
2025-06-01,uttar pradesh,azamgarh,109,333,10,452,Azamgarh
2025-06-01,uttar pradesh,baghpat,61,171,12,244,Baghpat
2025-06-01,uttar pradesh,bahraich,1183,2599,287,4069,Bahraich
2025-06-01,uttar pradesh,balrampur,150,497,16,663,Balrampur
2025-06-01,uttar pradesh,banda,324,451,12,787,Banda
2025-06-01,uttar pradesh,bareilly,1242,1198,75,2515,Bareilly
2025-06-01,uttar pradesh,budaun,210,353,12,575,Budaun
2025-06-01,uttar pradesh,bulandshahr,166,297,14,477,Bulandshahr
2025-06-01,uttar pradesh,chandauli,138,314,15,467,Chandauli
2025-06-01,uttar pradesh,farrukhabad,73,102,11,186,Farrukhabad
2025-06-01,uttar pradesh,fatehpur,251,344,14,609,Fatehpur
2025-06-01,uttar pradesh,firozabad,1568,809,21,2398,Firozabad
2025-06-01,uttar pradesh,gautambuddhanagar,805,1017,87,1909,Gautam Buddha Nagar
2025-06-01,uttar pradesh,ghaziabad,1145,1293,42,2480,Ghaziabad
2025-06-01,uttar pradesh,gorakhpur,213,572,41,826,Gorakhpur
2025-06-01,uttar pradesh,hardoi,1123,1368,44,2535,Hardoi
2025-06-01,uttar pradesh,hathras,174,282,12,468,Hathras
2025-06-01,uttar pradesh,jalaun,228,277,16,521,Jalaun
2025-06-01,uttar pradesh,kanpurnagar,347,597,39,983,Kanpur Nagar
2025-06-01,uttar pradesh,kheri,358,491,33,882,Kheri
2025-06-01,uttar pradesh,lucknow,81,123,19,223,Lucknow
2025-06-01,uttar pradesh,maharajganj,95,362,31,488,Maharajganj
2025-06-01,uttar pradesh,mainpuri,327,443,13,783,Mainpuri
2025-06-01,uttar pradesh,mathura,467,890,32,1389,Mathura
2025-06-01,uttar pradesh,meerut,79,168,10,257,Meerut
2025-06-01,uttar pradesh,moradabad,1067,731,28,1826,Moradabad
2025-06-01,uttar pradesh,pilibhit,1026,628,25,1679,Pilibhit
2025-06-01,uttar pradesh,rampur,694,751,21,1466,Rampur
2025-06-01,uttar pradesh,saharanpur,929,585,14,1528,Saharanpur
2025-06-01,uttar pradesh,shahjahanpur,736,918,55,1709,Shahjahanpur
2025-06-01,uttar pradesh,shravasti,326,564,49,939,Shravasti
2025-06-01,uttar pradesh,siddharthnagar,103,278,12,393,Siddharthnagar
2025-06-01,uttar pradesh,sitapur,998,1134,87,2219,Sitapur
2025-06-01,uttar pradesh,sultanpur,130,223,10,363,Sultanpur
2025-06-01,uttar pradesh,unnao,497,892,57,1446,Unnao
2025-06-01,uttar pradesh,varanasi,297,602,15,914,Varanasi
2025-06-01,uttarakhand,dehradun,160,80,54,294,Dehradun
2025-06-01,west bengal,24paraganasnorth,540,399,111,1050,24 Paraganas North
2025-06-01,west bengal,alipurduar,207,352,74,633,Alipurduar
2025-06-01,west bengal,birbhum,139,65,17,221,Birbhum
2025-06-01,west bengal,coochbehar,47,46,12,105,Cooch Behar
2025-06-01,west bengal,darjeeling,203,316,166,685,Darjeeling
2025-06-01,west bengal,dinajpuruttar,1295,1253,118,2666,Dinajpur Uttar
2025-06-01,west bengal,jalpaiguri,74,176,65,315,Jalpaiguri
2025-06-01,west bengal,kolkata,221,328,87,636,Kolkata
2025-06-01,west bengal,malda,115,127,10,252,Malda
2025-06-01,west bengal,medinipurwest,45,67,10,122,Medinipur West
2025-06-01,west bengal,nadia,280,176,72,528,Nadia
2025-06-01,west bengal,purbabardhaman,28,18,12,58,Purba Bardhaman
2025-07-01,andhra pradesh,prakasam,91,108,38,237,Prakasam
2025-07-01,andhra pradesh,spsrnellore,382,264,73,719,Spsr Nellore
2025-07-01,arunachal pradesh,longding,46,322,33,401,Longding
