year_month,state_final,district_norm,demo_age_5_17,demo_age_17_,total_demographic_updates
2025-03,rajasthan,bharatpur,2132,41005,43137
2025-03,rajasthan,bhilwara,1549,43583,45132
2025-03,rajasthan,bikaner,2307,22668,24975
2025-03,rajasthan,bundi,1237,21657,22894
2025-03,rajasthan,chittorgarh,1524,28575,30099
2025-03,rajasthan,churu,1756,25226,26982
2025-03,rajasthan,dausa,1503,19405,20908
2025-03,rajasthan,dholpur,2248,33851,36099
2025-03,rajasthan,dungarpur,940,60463,61403
2025-03,rajasthan,ganganagar,1660,27882,29542
2025-03,rajasthan,hanumangarh,1862,29012,30874
2025-03,rajasthan,jaipur,5725,52905,58630
2025-03,rajasthan,jaisalmer,365,4680,5045
2025-03,rajasthan,jalor,1707,38034,39741
2025-03,rajasthan,jhalawar,1904,45544,47448
2025-03,rajasthan,jhunjhunun,1168,15045,16213
2025-03,rajasthan,jodhpur,3137,56653,59790
2025-03,rajasthan,karauli,2295,23136,25431
2025-03,rajasthan,kota,2431,32899,35330
2025-03,rajasthan,nagaur,2751,43478,46229
2025-03,rajasthan,pali,1078,24932,26010
2025-03,rajasthan,pratapgarh,618,17626,18244
2025-03,rajasthan,rajsamand,1184,16806,17990
2025-03,rajasthan,sawai madhopur,1193,14611,15804
2025-03,rajasthan,sikar,2628,22158,24786
2025-03,rajasthan,sirohi,769,13048,13817
2025-03,rajasthan,tonk,1093,16897,17990
2025-03,rajasthan,udaipur,2318,58055,60373
2025-03,sikkim,east,84,1537,1621
2025-03,sikkim,east sikkim,107,907,1014
2025-03,sikkim,south,34,1224,1258
2025-03,sikkim,south sikkim,38,371,409
2025-03,sikkim,west,34,520,554
2025-03,sikkim,west sikkim,75,572,647
2025-03,tamil nadu,ariyalur,511,7097,7608
2025-03,tamil nadu,chengalpattu,308,2753,3061
2025-03,tamil nadu,chennai,2515,28888,31403
2025-03,tamil nadu,coimbatore,1929,24925,26854
2025-03,tamil nadu,cuddalore,1129,21316,22445
2025-03,tamil nadu,dharmapuri,868,10214,11082
2025-03,tamil nadu,dindigul,1276,13938,15214
2025-03,tamil nadu,erode,964,15860,16824
2025-03,tamil nadu,kallakurichi,360,2296,2656
2025-03,tamil nadu,kancheepuram,2708,33707,36415
2025-03,tamil nadu,kanniyakumari,1244,11553,12797
2025-03,tamil nadu,kanyakumari,1421,5826,7247
2025-03,tamil nadu,karur,299,4483,4782
2025-03,tamil nadu,krishnagiri,1592,16002,17594
2025-03,tamil nadu,madurai,2197,24984,27181
2025-03,tamil nadu,mayiladuthurai,78,518,596
2025-03,tamil nadu,nagapattinam,200,3737,3937
2025-03,tamil nadu,namakkal,675,8153,8828
2025-03,tamil nadu,perambalur,248,2972,3220
2025-03,tamil nadu,pudukkottai,782,11725,12507
2025-03,tamil nadu,ramanathapuram,765,9136,9901
2025-03,tamil nadu,ranipet,22,87,109
2025-03,tamil nadu,salem,2020,25828,27848
2025-03,tamil nadu,sivaganga,559,5841,6400
2025-03,tamil nadu,tenkasi,356,1933,2289
2025-03,tamil nadu,thanjavur,1247,19276,20523
2025-03,tamil nadu,the nilgiris,216,2308,2524
2025-03,tamil nadu,theni,453,7467,7920
2025-03,tamil nadu,thiruvarur,433,6086,6519
2025-03,tamil nadu,thoothukkudi,809,8492,9301
2025-03,tamil nadu,tiruchirappalli,1393,15845,17238
2025-03,tamil nadu,tirunelveli,2343,18957,21300
2025-03,tamil nadu,tirupattur,275,1985,2260
2025-03,tamil nadu,tiruppur,1481,16831,18312
2025-03,tamil nadu,tiruvallur,2896,33401,36297
2025-03,tamil nadu,tiruvannamalai,972,15292,16264
2025-03,tamil nadu,vellore,1267,17237,18504
2025-03,tamil nadu,villupuram,751,6302,7053
2025-03,tamil nadu,viluppuram,57,924,981
2025-03,tamil nadu,virudhunagar,954,9015,9969
2025-03,telangana,adilabad,1388,8140,9528
2025-03,telangana,bhadradri kothagudem,1083,7541,8624
2025-03,telangana,hanumakonda,377,3339,3716
2025-03,telangana,hyderabad,5726,27917,33643
2025-03,telangana,jagitial,585,2506,3091
2025-03,telangana,jangaon,26,32,58
2025-03,telangana,jangoan,191,1806,1997
2025-03,telangana,jayashankar bhupalpally,369,4758,5127
2025-03,telangana,jogulamba gadwal,1940,4634,6574
2025-03,telangana,k.v. rangareddy,6871,35518,42389
2025-03,telangana,kamareddy,702,2202,2904
2025-03,telangana,karimnagar,3095,17598,20693
2025-03,telangana,khammam,1381,11374,12755
2025-03,telangana,komaram bheem,609,4268,4877
2025-03,telangana,mahabubabad,555,4091,4646
2025-03,telangana,mahabubnagar,5748,16116,21864
2025-03,telangana,mancherial,483,3732,4215
2025-03,telangana,medak,2501,8887,11388
2025-03,telangana,medchal-malkajgiri,2658,14039,16697
2025-03,telangana,medchal?malkajgiri,87,257,344
2025-03,telangana,mulugu,292,2680,2972
2025-03,telangana,nagarkurnool,924,3771,4695
2025-03,telangana,nalgonda,2928,15589,18517
2025-03,telangana,narayanpet,387,1975,2362
2025-03,telangana,nirmal,535,2546,3081
2025-03,telangana,nizamabad,3492,13865,17357
2025-03,telangana,peddapalli,116,1016,1132
2025-03,telangana,rajanna sircilla,323,1869,2192
2025-03,telangana,rangareddy,139,1291,1430
2025-03,telangana,sangareddy,1546,5717,7263
2025-03,telangana,siddipet,995,3196,4191
2025-03,telangana,suryapet,578,5294,5872
2025-03,telangana,vikarabad,1011,3576,4587
2025-03,telangana,wanaparthy,1151,5362,6513
2025-03,telangana,warangal,1400,4982,6382
2025-03,telangana,warangal rural,193,2456,2649
2025-03,telangana,warangal urban,536,3682,4218
2025-03,telangana,yadadri.,869,11043,11912
2025-03,tripura,dhalai,228,3409,3637
2025-03,tripura,gomati,428,3433,3861
2025-03,tripura,khowai,58,825,883
2025-03,tripura,north tripura,339,3878,4217
2025-03,tripura,sepahijala,201,3875,4076
2025-03,tripura,south tripura,551,9691,10242
2025-03,tripura,unakoti,170,654,824
2025-03,tripura,west tripura,677,11859,12536
2025-03,uttar pradesh,agra,3075,31323,34398
2025-03,uttar pradesh,aligarh,3209,43493,46702
2025-03,uttar pradesh,allahabad,3797,47781,51578
2025-03,uttar pradesh,ambedkar nagar,1731,19088,20819
2025-03,uttar pradesh,amethi,1407,20455,21862
2025-03,uttar pradesh,amroha,1126,18090,19216
2025-03,uttar pradesh,auraiya,1351,15779,17130
2025-03,uttar pradesh,ayodhya,498,4660,5158
2025-03,uttar pradesh,azamgarh,3951,43297,47248
2025-03,uttar pradesh,baghpat,1142,12118,13260
2025-03,uttar pradesh,bahraich,1873,28463,30336
2025-03,uttar pradesh,ballia,2357,25254,27611
2025-03,uttar pradesh,balrampur,1246,21182,22428
2025-03,uttar pradesh,banda,773,16638,17411
2025-03,uttar pradesh,bara banki,1517,27371,28888
2025-03,uttar pradesh,bareilly,3507,43031,46538
2025-03,uttar pradesh,basti,1761,22039,23800
2025-03,uttar pradesh,bhadohi,582,5527,6109
2025-03,uttar pradesh,bijnor,2491,32448,34939
2025-03,uttar pradesh,budaun,3400,53606,57006
2025-03,uttar pradesh,bulandshahr,3371,34208,37579
2025-03,uttar pradesh,chandauli,2398,25276,27674
2025-03,uttar pradesh,chitrakoot,761,14521,15282
2025-03,uttar pradesh,deoria,2215,25099,27314
2025-03,uttar pradesh,etah,874,13275,14149
2025-03,uttar pradesh,etawah,1007,11345,12352
2025-03,uttar pradesh,faizabad,1317,17446,18763
2025-03,uttar pradesh,farrukhabad,1094,16456,17550
2025-03,uttar pradesh,fatehpur,1821,32439,34260
2025-03,uttar pradesh,firozabad,1230,19481,20711
2025-03,uttar pradesh,gautam buddha nagar,2558,21789,24347
2025-03,uttar pradesh,ghaziabad,4532,48594,53126
2025-03,uttar pradesh,ghazipur,4225,38708,42933
2025-03,uttar pradesh,gonda,2309,40506,42815
2025-03,uttar pradesh,gorakhpur,4752,44058,48810
2025-03,uttar pradesh,hamirpur,514,10597,11111
2025-03,uttar pradesh,hapur,685,7609,8294
2025-03,uttar pradesh,hardoi,2141,39153,41294
2025-03,uttar pradesh,hathras,1280,16626,17906
2025-03,uttar pradesh,jalaun,736,16339,17075
2025-03,uttar pradesh,jaunpur,3692,41667,45359
2025-03,uttar pradesh,jhansi,1181,19456,20637
2025-03,uttar pradesh,kannauj,1242,15118,16360
2025-03,uttar pradesh,kanpur dehat,1569,23952,25521
2025-03,uttar pradesh,kanpur nagar,2609,34198,36807
2025-03,uttar pradesh,kasganj,678,9513,10191
2025-03,uttar pradesh,kaushambi,1844,22196,24040
2025-03,uttar pradesh,kheri,2781,61663,64444
2025-03,uttar pradesh,kushinagar,5081,51097,56178
2025-03,uttar pradesh,lalitpur,1009,14542,15551
2025-03,uttar pradesh,lucknow,3206,35781,38987
2025-03,uttar pradesh,maharajganj,2613,34402,37015
2025-03,uttar pradesh,mahoba,326,6632,6958
2025-03,uttar pradesh,mainpuri,1453,21141,22594
2025-03,uttar pradesh,mathura,2743,33126,35869
2025-03,uttar pradesh,mau,2064,21144,23208
2025-03,uttar pradesh,meerut,2831,39033,41864
2025-03,uttar pradesh,mirzapur,1397,19969,21366
2025-03,uttar pradesh,moradabad,2088,25403,27491
2025-03,uttar pradesh,muzaffarnagar,2290,25940,28230
2025-03,uttar pradesh,pilibhit,2086,30504,32590
2025-03,uttar pradesh,pratapgarh,2030,29300,31330
2025-03,uttar pradesh,prayagraj,875,7858,8733
2025-03,uttar pradesh,rae bareli,2304,31162,33466
2025-03,uttar pradesh,rampur,1831,21967,23798
2025-03,uttar pradesh,saharanpur,2099,27065,29164
2025-03,uttar pradesh,sambhal,1659,30002,31661
2025-03,uttar pradesh,sant kabir nagar,2229,27700,29929
2025-03,uttar pradesh,sant ravidas nagar,904,11113,12017
2025-03,uttar pradesh,shahjahanpur,1569,23283,24852
2025-03,uttar pradesh,shamli,1257,13567,14824
2025-03,uttar pradesh,shrawasti,1216,22076,23292
2025-03,uttar pradesh,siddharthnagar,1645,20326,21971
2025-03,uttar pradesh,sitapur,2895,52320,55215
2025-03,uttar pradesh,sonbhadra,1435,21632,23067
2025-03,uttar pradesh,sultanpur,1453,17113,18566
2025-03,uttar pradesh,unnao,1779,33548,35327
2025-03,uttar pradesh,varanasi,4331,41140,45471
2025-03,uttarakhand,almora,458,3786,4244
2025-03,uttarakhand,bageshwar,271,2070,2341
2025-03,uttarakhand,chamoli,338,4127,4465
2025-03,uttarakhand,champawat,338,2926,3264
2025-03,uttarakhand,dehradun,1561,14983,16544
2025-03,uttarakhand,haridwar,1765,15728,17493
2025-03,uttarakhand,nainital,720,5685,6405
2025-03,uttarakhand,pauri garhwal,214,2593,2807
2025-03,uttarakhand,pithoragarh,340,3760,4100
2025-03,uttarakhand,rudraprayag,302,2870,3172
2025-03,uttarakhand,tehri garhwal,704,6122,6826
2025-03,uttarakhand,udham singh nagar,2908,23187,26095
2025-03,uttarakhand,uttarkashi,189,2004,2193
2025-03,west bengal,alipurduar,207,1965,2172
2025-03,west bengal,bankura,1471,19145,20616
2025-03,west bengal,barddhaman,983,18621,19604
2025-03,west bengal,birbhum,1816,22615,24431
2025-03,west bengal,cooch behar,1117,14568,15685
2025-03,west bengal,dakshin dinajpur,778,12070,12848
2025-03,west bengal,darjeeling,548,9625,10173
2025-03,west bengal,hooghly,1658,30729,32387
2025-03,west bengal,howrah,1183,21714,22897
2025-03,west bengal,jalpaiguri,883,19730,20613
2025-03,west bengal,jhargram,243,1940,2183
2025-03,west bengal,kalimpong,46,312,358
2025-03,west bengal,kolkata,701,19799,20500
2025-03,west bengal,malda,2616,29728,32344
2025-03,west bengal,murshidabad,3555,44606,48161
2025-03,west bengal,nadia,1540,30006,31546
2025-03,west bengal,north 24 parganas,3445,59814,63259
2025-03,west bengal,paschim bardhaman,428,4171,4599
2025-03,west bengal,paschim medinipur,2036,27216,29252
2025-03,west bengal,purba bardhaman,998,8127,9125
2025-03,west bengal,purba medinipur,2240,22512,24752
2025-03,west bengal,puruliya,1466,18944,20410
2025-03,west bengal,south 24 parganas,4037,63176,67213
2025-03,west bengal,south twenty four parganas,12,943,955
2025-03,west bengal,uttar dinajpur,1488,22897,24385
2025-04,andhra pradesh,ananthapuramu,440,1864,2304
2025-04,andhra pradesh,annamayya,314,1706,2020
2025-04,andhra pradesh,chittoor,225,1103,1328
2025-04,andhra pradesh,east godavari,380,3330,3710
2025-04,andhra pradesh,guntur,768,6552,7320
2025-04,andhra pradesh,krishna,126,970,1096
2025-04,andhra pradesh,kurnool,1814,10590,12404
2025-04,andhra pradesh,nandyal,84,474,558
2025-04,andhra pradesh,sri sathya sai,138,388,526
2025-04,andhra pradesh,srikakulam,596,2583,3179
2025-04,andhra pradesh,visakhapatnam,1034,7788,8822
2025-04,andhra pradesh,west godavari,434,2982,3416
2025-04,andhra pradesh,y. s. r,346,1852,2198
2025-04,assam,bongaigaon,348,4007,4355
2025-04,bihar,bhagalpur,930,4372,5302
2025-04,bihar,katihar,1274,8724,9998
2025-04,chandigarh,chandigarh,3917,10968,14885
2025-04,chhattisgarh,balod,230,1209,1439
2025-04,chhattisgarh,baloda bazar,126,3568,3694
2025-04,chhattisgarh,bastar,400,3246,3646
2025-04,chhattisgarh,bemetara,270,3214,3484
2025-04,chhattisgarh,bilaspur,416,5016,5432
2025-04,chhattisgarh,durg,1119,4996,6115
2025-04,chhattisgarh,janjgir-champa,280,3518,3798
2025-04,chhattisgarh,jashpur,160,707,867
2025-04,chhattisgarh,korba,250,3620,3870
2025-04,chhattisgarh,koriya,153,756,909
2025-04,chhattisgarh,mahasamund,235,3724,3959
2025-04,chhattisgarh,raigarh,334,2756,3090
2025-04,chhattisgarh,raipur,933,9415,10348
2025-04,chhattisgarh,rajnandgaon,510,5232,5742
2025-04,chhattisgarh,surguja,833,7328,8161
2025-04,dadra and nagar haveli and daman and diu,dadra and nagar haveli,156,966,1122
2025-04,delhi,central delhi,1317,12202,13519
2025-04,delhi,east delhi,6792,32844,39636
2025-04,delhi,north delhi,2209,16742,18951
2025-04,delhi,north east delhi,7128,25034,32162
2025-04,delhi,north west delhi,9362,53618,62980
2025-04,delhi,shahdara,1027,3864,4891
2025-04,delhi,south delhi,6371,48988,55359
2025-04,delhi,south west delhi,4873,32293,37166
2025-04,delhi,west delhi,6499,41588,48087
2025-04,gujarat,ahmedabad,2269,19402,21671
2025-04,gujarat,gandhinagar,512,4636,5148
2025-04,gujarat,kachchh,818,4824,5642
2025-04,gujarat,mahesana,310,1636,1946
2025-04,gujarat,morbi,352,2174,2526
2025-04,gujarat,narmada,82,370,452
2025-04,gujarat,rajkot,584,8057,8641
2025-04,gujarat,surat,2286,23666,25952
2025-04,gujarat,valsad,168,464,632
2025-04,haryana,ambala,470,2668,3138
2025-04,haryana,bhiwani,439,2407,2846
2025-04,haryana,faridabad,3062,16457,19519
2025-04,haryana,fatehabad,171,1188,1359
2025-04,haryana,gurgaon,2353,15690,18043
2025-04,haryana,hisar,664,4564,5228
2025-04,haryana,jhajjar,469,2115,2584
2025-04,haryana,jind,634,3782,4416
2025-04,haryana,kaithal,1160,6602,7762
2025-04,haryana,karnal,320,2094,2414
2025-04,haryana,kurukshetra,432,2834,3266
2025-04,haryana,mahendragarh,347,2148,2495
2025-04,haryana,mewat,225,2072,2297
2025-04,haryana,palwal,160,1302,1462
2025-04,haryana,panchkula,792,2424,3216
2025-04,haryana,panipat,2078,12268,14346
2025-04,haryana,rewari,1084,5710,6794
2025-04,haryana,rohtak,617,2777,3394
2025-04,haryana,sirsa,624,4337,4961
2025-04,haryana,sonipat,1942,10449,12391
2025-04,haryana,yamuna nagar,706,3956,4662
2025-04,himachal pradesh,bilaspur,58,392,450
2025-04,himachal pradesh,hamirpur,28,348,376
2025-04,himachal pradesh,sirmaur,130,253,383
2025-04,himachal pradesh,una,108,541,649
2025-04,jammu and kashmir,anantnag,571,3034,3605
2025-04,jammu and kashmir,bandipore,380,2828,3208
2025-04,jammu and kashmir,baramula,750,5230,5980
2025-04,jammu and kashmir,budgam,1209,2512,3721
2025-04,jammu and kashmir,doda,124,958,1082
2025-04,jammu and kashmir,ganderbal,160,928,1088
2025-04,jammu and kashmir,jammu,154,1214,1368
2025-04,jammu and kashmir,kathua,312,2136,2448
2025-04,jammu and kashmir,kishtwar,178,632,810
2025-04,jammu and kashmir,kulgam,523,2358,2881
2025-04,jammu and kashmir,kupwara,1782,8166,9948
2025-04,jammu and kashmir,pulwama,244,1343,1587
2025-04,jammu and kashmir,punch,670,3193,3863
2025-04,jammu and kashmir,rajouri,166,852,1018
2025-04,jammu and kashmir,ramban,288,962,1250
2025-04,jammu and kashmir,samba,52,258,310
2025-04,jammu and kashmir,srinagar,138,1214,1352
2025-04,jammu and kashmir,udhampur,214,1980,2194
2025-04,jharkhand,ranchi,606,5520,6126
2025-04,karnataka,bagalkot,567,1485,2052
2025-04,karnataka,ballari,116,557,673
2025-04,karnataka,bangalore rural,692,5336,6028
2025-04,karnataka,belagavi,165,694,859
2025-04,karnataka,bengaluru,2886,20115,23001
2025-04,karnataka,chikkaballapur,614,4058,4672
2025-04,karnataka,chitradurga,219,1323,1542
2025-04,karnataka,dakshina kannada,212,648,860
2025-04,karnataka,davangere,198,1020,1218
2025-04,karnataka,dharwad,1240,4056,5296
2025-04,karnataka,hassan,228,1326,1554
2025-04,karnataka,haveri,437,1881,2318
2025-04,karnataka,kalaburagi,597,2029,2626
2025-04,karnataka,kolar,382,2226,2608
2025-04,karnataka,koppal,388,1880,2268
2025-04,karnataka,mandya,28,282,310
2025-04,karnataka,mysuru,507,3128,3635
2025-04,karnataka,raichur,124,1066,1190
2025-04,karnataka,ramanagar,96,694,790
2025-04,karnataka,shivamogga,118,584,702
2025-04,karnataka,tumakuru,331,1465,1796
2025-04,karnataka,yadgir,374,866,1240
2025-04,madhya pradesh,anuppur,695,3094,3789
2025-04,madhya pradesh,ashok nagar,744,4620,5364
2025-04,madhya pradesh,balaghat,1622,5319,6941
2025-04,madhya pradesh,barwani,1344,9018,10362
2025-04,madhya pradesh,betul,726,2602,3328
2025-04,madhya pradesh,bhopal,1269,9365,10634
2025-04,madhya pradesh,chhatarpur,510,2342,2852
2025-04,madhya pradesh,chhindwara,2353,6995,9348
2025-04,madhya pradesh,damoh,540,3880,4420
2025-04,madhya pradesh,dewas,236,2462,2698
2025-04,madhya pradesh,dhar,758,3372,4130
2025-04,madhya pradesh,dindori,1277,5845,7122
2025-04,madhya pradesh,guna,452,3358,3810
2025-04,madhya pradesh,gwalior,241,1547,1788
2025-04,madhya pradesh,indore,2010,14843,16853
2025-04,madhya pradesh,jabalpur,304,2764,3068
2025-04,madhya pradesh,katni,766,5004,5770
2025-04,madhya pradesh,khargone,338,1622,1960
2025-04,madhya pradesh,mandla,1959,6138,8097
2025-04,madhya pradesh,mandsaur,562,1506,2068
2025-04,madhya pradesh,morena,1050,5570,6620
2025-04,madhya pradesh,narsinghpur,407,2627,3034
2025-04,madhya pradesh,neemuch,448,2520,2968
2025-04,madhya pradesh,raisen,715,3580,4295
2025-04,madhya pradesh,ratlam,676,4924,5600
2025-04,madhya pradesh,rewa,178,1332,1510
2025-04,madhya pradesh,sagar,368,2521,2889
2025-04,madhya pradesh,satna,1098,6018,7116
2025-04,madhya pradesh,sehore,506,1974,2480
2025-04,madhya pradesh,seoni,1374,5539,6913
2025-04,madhya pradesh,shahdol,132,553,685
2025-04,madhya pradesh,singrauli,1584,7700,9284
2025-04,madhya pradesh,ujjain,1231,6260,7491
2025-04,madhya pradesh,umaria,127,560,687
2025-04,madhya pradesh,vidisha,956,4084,5040
2025-04,maharashtra,aurangabad,261,1965,2226
2025-04,maharashtra,beed,464,4882,5346
2025-04,maharashtra,buldhana,37,490,527
2025-04,maharashtra,chandrapur,31,410,441
2025-04,maharashtra,gadchiroli,117,724,841
2025-04,maharashtra,gondiya,194,948,1142
2025-04,maharashtra,jalgaon,412,2440,2852
2025-04,maharashtra,mumbai city,323,3059,3382
2025-04,maharashtra,mumbai suburban,559,4867,5426
2025-04,maharashtra,nagpur,472,3964,4436
2025-04,maharashtra,nandurbar,328,2510,2838
2025-04,maharashtra,pune,1204,11232,12436
2025-04,maharashtra,raigad,388,5384,5772
2025-04,maharashtra,ratnagiri,17,157,174
2025-04,maharashtra,thane,1303,13294,14597
2025-04,mizoram,kolasib,190,800,990
2025-04,mizoram,lawngtlai,62,744,806
2025-04,mizoram,serchhip,76,238,314
2025-04,punjab,ferozepur,18,288,306
2025-04,punjab,gurdaspur,204,3480,3684
2025-04,punjab,hoshiarpur,92,1386,1478
2025-04,punjab,ludhiana,616,6314,6930
2025-04,punjab,patiala,748,9196,9944
2025-04,punjab,sas nagar (mohali),215,2282,2497
2025-04,rajasthan,ajmer,477,3459,3936
2025-04,rajasthan,alwar,615,4825,5440
2025-04,rajasthan,baran,195,1381,1576
2025-04,rajasthan,barmer,633,3918,4551
2025-04,rajasthan,bharatpur,327,2151,2478
2025-04,rajasthan,bikaner,1215,8503,9718
2025-04,rajasthan,bundi,32,525,557
2025-04,rajasthan,chittorgarh,196,1438,1634
2025-04,rajasthan,churu,923,7064,7987
2025-04,rajasthan,dausa,246,1738,1984
2025-04,rajasthan,dholpur,454,2444,2898
2025-04,rajasthan,ganganagar,126,1462,1588
2025-04,rajasthan,hanumangarh,738,6126,6864
2025-04,rajasthan,jaipur,3582,25430,29012
2025-04,rajasthan,jaisalmer,216,2486,2702
2025-04,rajasthan,jhalawar,76,588,664
2025-04,rajasthan,jhunjhunun,428,3553,3981
2025-04,rajasthan,jodhpur,897,8142,9039
2025-04,rajasthan,karauli,446,2434,2880
2025-04,rajasthan,kota,1289,7988,9277
2025-04,rajasthan,nagaur,814,6425,7239
2025-04,rajasthan,pali,446,3002,3448
2025-04,rajasthan,rajsamand,310,1266,1576
