year_month,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-06,bihar,munger,117,279,10,406
2025-06,bihar,muzaffarpur,1562,2080,140,3782
2025-06,bihar,nalanda,307,1153,37,1497
2025-06,bihar,pashchimchamparan,1969,4299,239,6507
2025-06,bihar,patna,320,1009,38,1367
2025-06,bihar,purbichamparan,1549,4314,335,6198
2025-06,bihar,purnia,620,741,57,1418
2025-06,bihar,saharsa,319,487,20,826
2025-06,bihar,saran,222,864,25,1111
2025-06,bihar,sitamarhi,2839,3126,511,6476
2025-06,bihar,siwan,185,298,21,504
2025-06,chhattisgarh,bijapur,205,254,173,632
2025-06,chhattisgarh,gaurellapendramarwahi,403,185,43,631
2025-06,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,188,49,12,249
2025-06,delhi,centraldelhi,134,49,11,194
2025-06,delhi,eastdelhi,660,299,26,985
2025-06,delhi,newdelhi,212,100,51,363
2025-06,delhi,northdelhi,332,244,22,598
2025-06,delhi,northeastdelhi,998,569,10,1577
2025-06,delhi,northwestdelhi,588,184,26,798
2025-06,delhi,southdelhi,619,249,43,911
2025-06,delhi,southwestdelhi,202,90,29,321
2025-06,delhi,westdelhi,1582,587,245,2414
2025-06,gujarat,ahmadabad,685,480,60,1225
2025-06,gujarat,anand,148,57,24,229
2025-06,gujarat,banaskantha,1459,1675,156,3290
2025-06,gujarat,bhavnagar,189,39,11,239
2025-06,gujarat,botad,289,64,11,364
2025-06,gujarat,chhotaudepur,97,34,10,141
2025-06,gujarat,dang,222,72,70,364
2025-06,gujarat,dohad,1162,1835,191,3188
2025-06,gujarat,gandhinagar,204,67,41,312
2025-06,gujarat,kachchh,73,49,11,133
2025-06,gujarat,mahisagar,106,37,18,161
2025-06,gujarat,morbi,777,366,26,1169
2025-06,gujarat,patan,207,80,11,298
2025-06,gujarat,porbandar,209,57,11,277
2025-06,gujarat,rajkot,114,194,16,324
2025-06,gujarat,vadodara,334,139,37,510
2025-06,haryana,ambala,245,23,13,281
2025-06,haryana,faridabad,1698,483,83,2264
2025-06,haryana,gurugram,534,207,81,822
2025-06,haryana,hisar,350,46,10,406
2025-06,haryana,kaithal,406,19,10,435
2025-06,haryana,kurukshetra,72,10,11,93
2025-06,haryana,nuh,1251,213,42,1506
2025-06,haryana,panipat,776,87,14,877
2025-06,haryana,rohtak,420,56,52,528
2025-06,haryana,sonipat,360,46,23,429
2025-06,jharkhand,chatra,246,218,10,474
2025-06,jharkhand,dumka,74,110,14,198
2025-06,jharkhand,gumla,228,131,10,369
2025-06,jharkhand,khunti,91,148,11,250
2025-06,jharkhand,lohardaga,165,174,21,360
2025-06,jharkhand,pakur,501,590,16,1107
2025-06,jharkhand,ranchi,259,273,34,566
2025-06,karnataka,bengalururural,511,312,311,1134
2025-06,karnataka,bengaluruurban,5062,3223,1838,10123
2025-06,karnataka,raichur,290,127,11,428
2025-06,kerala,ernakulam,70,58,11,139
2025-06,kerala,thrissur,15,22,10,47
2025-06,madhya pradesh,alirajpur,376,586,84,1046
2025-06,madhya pradesh,ashoknagar,437,408,23,868
2025-06,madhya pradesh,barwani,1067,1106,60,2233
2025-06,madhya pradesh,bhind,507,328,50,885
2025-06,madhya pradesh,bhopal,690,115,28,833
2025-06,madhya pradesh,burhanpur,1142,574,61,1777
2025-06,madhya pradesh,chhatarpur,272,401,41,714
2025-06,madhya pradesh,dhar,892,570,65,1527
2025-06,madhya pradesh,gwalior,1064,789,77,1930
2025-06,madhya pradesh,indore,411,138,12,561
2025-06,madhya pradesh,jhabua,261,628,10,899
2025-06,madhya pradesh,katni,195,88,10,293
2025-06,madhya pradesh,khargone,242,258,26,526
2025-06,madhya pradesh,morena,1327,872,70,2269
2025-06,madhya pradesh,sagar,131,53,17,201
2025-06,madhya pradesh,sheopur,368,430,11,809
2025-06,madhya pradesh,shivpuri,326,430,27,783
2025-06,maharashtra,amravati,280,77,11,368
2025-06,maharashtra,beed,659,294,46,999
2025-06,maharashtra,buldhana,306,51,11,368
2025-06,maharashtra,chandrapur,198,24,10,232
2025-06,maharashtra,dhule,793,484,211,1488
2025-06,maharashtra,hingoli,261,62,14,337
2025-06,maharashtra,latur,390,140,15,545
2025-06,maharashtra,nanded,432,124,28,584
2025-06,maharashtra,palghar,252,252,10,514
2025-06,maharashtra,pune,142,83,11,236
2025-06,maharashtra,sangli,240,105,11,356
2025-06,maharashtra,satara,136,55,10,201
2025-06,maharashtra,thane,2432,1767,222,4421
2025-06,manipur,churachandpur,91,499,13,603
2025-06,meghalaya,eastgarohills,70,469,341,880
2025-06,meghalaya,eastjaintiahills,96,414,308,818
2025-06,meghalaya,eastkhasihills,287,1875,978,3140
2025-06,meghalaya,ribhoi,69,398,316,783
2025-06,meghalaya,southgarohills,42,197,312,551
2025-06,meghalaya,southwestgarohills,264,209,145,618
2025-06,meghalaya,southwestkhasihills,54,184,146,384
2025-06,meghalaya,westgarohills,521,992,854,2367
2025-06,meghalaya,westjaintiahills,192,1017,634,1843
2025-06,meghalaya,westkhasihills,129,1296,752,2177
2025-06,mizoram,champhai,86,26,26,138
2025-06,mizoram,lawngtlai,119,43,11,173
2025-06,nagaland,dimapur,105,240,32,377
2025-06,nagaland,mon,39,121,14,174
2025-06,nagaland,peren,37,141,10,188
2025-06,punjab,hoshiarpur,234,59,20,313
2025-06,punjab,kapurthala,182,67,68,317
2025-06,punjab,ludhiana,1095,645,90,1830
2025-06,punjab,s.a.snagar,193,75,14,282
2025-06,rajasthan,alwar,670,240,13,923
2025-06,rajasthan,barmer,684,259,10,953
2025-06,rajasthan,bhilwara,430,117,20,567
2025-06,rajasthan,bikaner,721,539,33,1293
2025-06,rajasthan,churu,253,269,13,535
2025-06,rajasthan,jaisalmer,46,74,14,134
2025-06,rajasthan,jodhpur,520,204,27,751
2025-06,rajasthan,nagaur,554,363,10,927
2025-06,rajasthan,sirohi,216,289,28,533
2025-06,tamil nadu,kallakurichi,165,55,23,243
2025-06,tamil nadu,kanchipuram,264,76,11,351
2025-06,tamil nadu,madurai,62,14,12,88
2025-06,tamil nadu,ramanathapuram,92,38,22,152
2025-06,tamil nadu,salem,335,95,64,494
2025-06,tamil nadu,sivaganga,70,13,10,93
2025-06,tamil nadu,vellore,367,102,41,510
2025-06,telangana,hyderabad,690,479,49,1218
2025-06,telangana,medchalmalkajgiri,159,119,20,298
2025-06,tripura,dhalai,60,87,20,167
2025-06,uttar pradesh,agra,1775,1860,154,3789
2025-06,uttar pradesh,aligarh,1247,1291,97,2635
2025-06,uttar pradesh,amroha,329,240,10,579
2025-06,uttar pradesh,ayodhya,38,32,12,82
2025-06,uttar pradesh,azamgarh,109,333,10,452
2025-06,uttar pradesh,baghpat,61,171,12,244
2025-06,uttar pradesh,bahraich,1183,2599,287,4069
2025-06,uttar pradesh,balrampur,150,497,16,663
2025-06,uttar pradesh,banda,324,451,12,787
2025-06,uttar pradesh,bareilly,1242,1198,75,2515
2025-06,uttar pradesh,budaun,210,353,12,575
2025-06,uttar pradesh,bulandshahr,166,297,14,477
2025-06,uttar pradesh,chandauli,138,314,15,467
2025-06,uttar pradesh,farrukhabad,73,102,11,186
2025-06,uttar pradesh,fatehpur,251,344,14,609
2025-06,uttar pradesh,firozabad,1568,809,21,2398
2025-06,uttar pradesh,gautambuddhanagar,805,1017,87,1909
2025-06,uttar pradesh,ghaziabad,1145,1293,42,2480
2025-06,uttar pradesh,gorakhpur,213,572,41,826
2025-06,uttar pradesh,hardoi,1123,1368,44,2535
2025-06,uttar pradesh,hathras,174,282,12,468
2025-06,uttar pradesh,jalaun,228,277,16,521
2025-06,uttar pradesh,kanpurnagar,347,597,39,983
2025-06,uttar pradesh,kheri,358,491,33,882
2025-06,uttar pradesh,lucknow,81,123,19,223
2025-06,uttar pradesh,maharajganj,95,362,31,488
2025-06,uttar pradesh,mainpuri,327,443,13,783
2025-06,uttar pradesh,mathura,467,890,32,1389
2025-06,uttar pradesh,meerut,79,168,10,257
2025-06,uttar pradesh,moradabad,1067,731,28,1826
2025-06,uttar pradesh,pilibhit,1026,628,25,1679
2025-06,uttar pradesh,rampur,694,751,21,1466
2025-06,uttar pradesh,saharanpur,929,585,14,1528
2025-06,uttar pradesh,shahjahanpur,736,918,55,1709
2025-06,uttar pradesh,shravasti,326,564,49,939
2025-06,uttar pradesh,siddharthnagar,103,278,12,393
2025-06,uttar pradesh,sitapur,998,1134,87,2219
2025-06,uttar pradesh,sultanpur,130,223,10,363
2025-06,uttar pradesh,unnao,497,892,57,1446
2025-06,uttar pradesh,varanasi,297,602,15,914
2025-06,uttarakhand,dehradun,160,80,54,294
2025-06,west bengal,24paraganasnorth,540,399,111,1050
2025-06,west bengal,alipurduar,207,352,74,633
2025-06,west bengal,birbhum,139,65,17,221
2025-06,west bengal,coochbehar,47,46,12,105
2025-06,west bengal,darjeeling,203,316,166,685
2025-06,west bengal,dinajpuruttar,1295,1253,118,2666
2025-06,west bengal,jalpaiguri,74,176,65,315
2025-06,west bengal,kolkata,221,328,87,636
2025-06,west bengal,malda,115,127,10,252
2025-06,west bengal,medinipurwest,45,67,10,122
2025-06,west bengal,nadia,280,176,72,528
2025-06,west bengal,purbabardhaman,28,18,12,58
2025-07,andhra pradesh,prakasam,91,108,38,237
2025-07,andhra pradesh,spsrnellore,382,264,73,719
2025-07,arunachal pradesh,longding,46,322,33,401
2025-07,arunachal pradesh,westkameng,43,30,10,83
2025-07,assam,baksa,110,71,39,220
2025-07,assam,barpeta,3310,895,184,4389
2025-07,assam,bongaigaon,236,51,16,303
2025-07,assam,cachar,4026,1357,490,5873
2025-07,assam,chirang,893,364,52,1309
2025-07,assam,darrang,190,56,11,257
2025-07,assam,dhemaji,1625,576,337,2538
2025-07,assam,dhubri,774,306,27,1107
2025-07,assam,dibrugarh,1455,488,541,2484
2025-07,assam,dimahasao,83,51,14,148
2025-07,assam,goalpara,2119,590,189,2898
2025-07,assam,golaghat,1617,1002,850,3469
2025-07,assam,hailakandi,683,287,46,1016
2025-07,assam,hojai,1750,350,23,2123
2025-07,assam,jorhat,633,323,415,1371
2025-07,assam,kamrup,2813,736,255,3804
2025-07,assam,kamrupmetro,259,168,82,509
2025-07,assam,karimganj,1931,1057,183,3171
2025-07,assam,kokrajhar,284,173,119,576
2025-07,assam,lakhimpur,536,216,159,911
2025-07,assam,majuli,154,45,11,210
2025-07,assam,marigaon,1737,646,123,2506
2025-07,assam,nagaon,1553,735,132,2420
2025-07,assam,sivasagar,167,80,95,342
2025-07,assam,sonitpur,641,279,110,1030
2025-07,assam,tinsukia,1074,827,606,2507
2025-07,assam,westkarbianglong,116,148,118,382
2025-07,bihar,araria,166,108,14,288
2025-07,bihar,arwal,60,432,13,505
2025-07,bihar,banka,148,269,11,428
2025-07,bihar,begusarai,377,372,13,762
2025-07,bihar,bhagalpur,184,358,15,557
2025-07,bihar,bhojpur,184,626,13,823
2025-07,bihar,gaya,546,2601,65,3212
2025-07,bihar,gopalganj,882,1961,48,2891
2025-07,bihar,jehanabad,27,219,10,256
2025-07,bihar,kaimur(bhabua),264,420,10,694
2025-07,bihar,lakhisarai,607,972,29,1608
2025-07,bihar,madhubani,858,1181,102,2141
2025-07,bihar,munger,241,445,13,699
2025-07,bihar,muzaffarpur,892,1217,40,2149
2025-07,bihar,nalanda,434,1587,37,2058
2025-07,bihar,nawada,616,2933,123,3672
2025-07,bihar,pashchimchamparan,3018,6314,310,9642
2025-07,bihar,patna,508,1551,51,2110
2025-07,bihar,purbichamparan,2391,5516,430,8337
2025-07,bihar,purnia,872,1017,35,1924
2025-07,bihar,saharsa,569,627,42,1238
2025-07,bihar,samastipur,513,488,13,1014
2025-07,bihar,saran,607,1872,52,2531
2025-07,bihar,sitamarhi,3852,4519,746,9117
2025-07,bihar,siwan,192,414,12,618
2025-07,chhattisgarh,balrampur,1344,579,65,1988
2025-07,chhattisgarh,bijapur,802,346,243,1391
2025-07,chhattisgarh,bilaspur,1156,309,11,1476
2025-07,chhattisgarh,durg,385,94,16,495
2025-07,chhattisgarh,gaurellapendramarwahi,220,105,27,352
2025-07,chhattisgarh,raigarh,1318,181,23,1522
2025-07,chhattisgarh,sukma,151,178,34,363
2025-07,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,360,92,15,467
2025-07,delhi,centraldelhi,773,328,51,1152
2025-07,delhi,eastdelhi,1319,504,55,1878
2025-07,delhi,newdelhi,581,354,156,1091
2025-07,delhi,northdelhi,563,309,29,901
2025-07,delhi,northeastdelhi,2868,1583,31,4482
2025-07,delhi,northwestdelhi,858,267,46,1171
2025-07,delhi,shahdara,545,239,15,799
2025-07,delhi,southdelhi,794,321,139,1254
2025-07,delhi,southwestdelhi,468,207,29,704
2025-07,delhi,westdelhi,3799,1364,189,5352
2025-07,goa,northgoa,21,10,11,42
2025-07,gujarat,ahmadabad,2714,1590,180,4484
2025-07,gujarat,ahmedabad,397,389,36,822
2025-07,gujarat,amreli,558,151,60,769
2025-07,gujarat,anand,802,192,115,1109
2025-07,gujarat,arvalli,476,103,22,601
2025-07,gujarat,banaskantha,3990,4787,451,9228
2025-07,gujarat,bhavnagar,1614,403,127,2144
2025-07,gujarat,botad,800,246,44,1090
2025-07,gujarat,chhotaudepur,815,816,231,1862
2025-07,gujarat,dang,309,107,92,508
2025-07,gujarat,devbhumidwarka,359,163,55,577
2025-07,gujarat,dohad,2702,4861,438,8001
2025-07,gujarat,gandhinagar,322,96,129,547
2025-07,gujarat,girsomnath,1000,287,57,1344
2025-07,gujarat,jamnagar,764,195,55,1014
2025-07,gujarat,kachchh,870,944,115,1929
2025-07,gujarat,kheda,444,200,38,682
2025-07,gujarat,mahesana,821,269,67,1157
2025-07,gujarat,mahisagar,369,162,33,564
2025-07,gujarat,morbi,1789,825,215,2829
2025-07,gujarat,navsari,191,47,19,257
2025-07,gujarat,panchmahals,789,434,100,1323
2025-07,gujarat,patan,1741,1178,232,3151
2025-07,gujarat,porbandar,450,89,56,595
2025-07,gujarat,rajkot,2567,1437,200,4204
2025-07,gujarat,sabarkantha,951,1169,157,2277
2025-07,gujarat,surat,2694,1581,81,4356
2025-07,gujarat,surendranagar,908,746,99,1753
2025-07,gujarat,vadodara,507,217,60,784
2025-07,gujarat,valsad,581,261,30,872
2025-07,haryana,faridabad,2678,733,54,3465
2025-07,haryana,gurugram,1252,399,113,1764
2025-07,haryana,panipat,1344,169,10,1523
2025-07,himachal pradesh,kullu,57,24,33,114
2025-07,jammu and kashmir,doda,261,260,17,538
2025-07,jammu and kashmir,shopian,308,84,20,412
2025-07,jharkhand,chatra,330,161,10,501
2025-07,jharkhand,dhanbad,782,722,34,1538
2025-07,jharkhand,dumka,61,117,10,188
2025-07,jharkhand,eastsinghbhum,180,100,13,293
2025-07,jharkhand,eastsinghbum,848,546,53,1447
2025-07,jharkhand,giridih,871,921,27,1819
2025-07,jharkhand,gumla,383,286,23,692
2025-07,jharkhand,khunti,146,196,14,356
2025-07,jharkhand,pakur,994,1023,11,2028
2025-07,jharkhand,ranchi,792,682,121,1595
2025-07,jharkhand,westsinghbhum,320,440,16,776
2025-07,karnataka,bengalururural,927,417,310,1654
2025-07,karnataka,bengaluruurban,6740,3752,1727,12219
2025-07,karnataka,bidar,107,52,10,169
2025-07,karnataka,mysuru,349,138,80,567
2025-07,karnataka,ramanagara,168,24,12,204
2025-07,karnataka,vijayapura,363,77,10,450
2025-07,kerala,ernakulam,87,111,26,224
2025-07,kerala,kannur,17,38,15,70
2025-07,kerala,thiruvananthapuram,54,67,59,180
2025-07,madhya pradesh,alirajpur,498,884,93,1475
2025-07,madhya pradesh,ashoknagar,1157,915,71,2143
2025-07,madhya pradesh,balaghat,288,40,10,338
2025-07,madhya pradesh,barwani,3561,3348,310,7219
2025-07,madhya pradesh,betul,713,212,43,968
2025-07,madhya pradesh,bhind,2108,1743,204,4055
2025-07,madhya pradesh,bhopal,918,198,17,1133
2025-07,madhya pradesh,burhanpur,1706,1124,146,2976
2025-07,madhya pradesh,chhatarpur,1628,1844,114,3586
2025-07,madhya pradesh,datia,435,384,20,839
2025-07,madhya pradesh,dewas,544,292,13,849
2025-07,madhya pradesh,dhar,518,380,24,922
2025-07,madhya pradesh,eastnimar,189,254,15,458
2025-07,madhya pradesh,guna,637,423,12,1072
2025-07,madhya pradesh,gwalior,2413,1821,175,4409
2025-07,madhya pradesh,hoshangabad,179,90,12,281
2025-07,madhya pradesh,indore,3340,1547,107,4994
2025-07,madhya pradesh,jabalpur,361,87,14,462
2025-07,madhya pradesh,jhabua,908,1760,93,2761
2025-07,madhya pradesh,katni,441,264,12,717
2025-07,madhya pradesh,khandwa,586,233,12,831
2025-07,madhya pradesh,khargone,2569,1929,226,4724
2025-07,madhya pradesh,morena,3228,2669,176,6073
2025-07,madhya pradesh,narsinghpur,312,189,13,514
2025-07,madhya pradesh,panna,301,173,13,487
2025-07,madhya pradesh,sagar,1201,320,51,1572
2025-07,madhya pradesh,satna,488,121,20,629
2025-07,madhya pradesh,sehore,1151,496,26,1673
2025-07,madhya pradesh,sheopur,757,969,27,1753
2025-07,madhya pradesh,shivpuri,617,705,42,1364
2025-07,madhya pradesh,vidisha,1227,626,58,1911
2025-07,maharashtra,ahmednagar,182,158,28,368
2025-07,maharashtra,akola,390,205,42,637
2025-07,maharashtra,amravati,523,148,13,684
2025-07,maharashtra,aurangabad,2262,1549,24,3835
2025-07,maharashtra,beed,1472,739,72,2283
2025-07,maharashtra,buldhana,1103,276,83,1462
2025-07,maharashtra,chandrapur,306,86,11,403
2025-07,maharashtra,dhule,1410,1107,127,2644
2025-07,maharashtra,hingoli,2245,649,112,3006
2025-07,maharashtra,jalgaon,1065,343,55,1463
2025-07,maharashtra,latur,566,225,28,819
2025-07,maharashtra,mumbai,537,344,50,931
2025-07,maharashtra,mumbaisuburban,3187,2177,207,5571
2025-07,maharashtra,nagpur,904,225,37,1166
2025-07,maharashtra,nanded,1295,462,46,1803
2025-07,maharashtra,nandurbar,2031,994,75,3100
2025-07,maharashtra,nashik,2729,1775,111,4615
2025-07,maharashtra,osmanabad,275,105,10,390
2025-07,maharashtra,palghar,584,607,26,1217
2025-07,maharashtra,pune,3645,1552,291,5488
2025-07,maharashtra,raigad,845,296,25,1166
2025-07,maharashtra,sangli,958,588,48,1594
2025-07,maharashtra,satara,327,116,16,459
2025-07,maharashtra,solapur,355,172,34,561
2025-07,maharashtra,thane,4036,3165,142,7343
2025-07,maharashtra,washim,378,68,11,457
2025-07,maharashtra,yavatmal,858,405,39,1302
2025-07,manipur,churachandpur,348,1265,13,1626
2025-07,meghalaya,eastgarohills,73,606,387,1066
2025-07,meghalaya,eastjaintiahills,200,571,516,1287
2025-07,meghalaya,eastkhasihills,756,3426,2404,6586
2025-07,meghalaya,kamrup,13,71,59,143
2025-07,meghalaya,northgarohills,22,97,125,244
2025-07,meghalaya,ribhoi,318,1160,946,2424
2025-07,meghalaya,southgarohills,44,206,236,486
2025-07,meghalaya,southwestgarohills,370,272,173,815
2025-07,meghalaya,southwestkhasihills,137,283,326,746
2025-07,meghalaya,westgarohills,893,1870,1534,4297
2025-07,meghalaya,westjaintiahills,224,1089,883,2196
2025-07,meghalaya,westkhasihills,442,1998,1179,3619
2025-07,mizoram,champhai,95,57,20,172
2025-07,mizoram,kolasib,44,21,20,85
2025-07,mizoram,lawngtlai,240,59,31,330
2025-07,mizoram,lunglei,83,32,20,135
2025-07,mizoram,saiha,87,48,18,153
2025-07,nagaland,dimapur,246,456,82,784
2025-07,nagaland,kiphire,46,233,26,305
2025-07,nagaland,kohima,74,154,11,239
2025-07,nagaland,longleng,47,284,20,351
2025-07,nagaland,mokokchung,73,134,13,220
2025-07,nagaland,mon,258,676,69,1003
2025-07,nagaland,peren,36,105,18,159
2025-07,nagaland,tuensang,96,385,30,511
2025-07,nagaland,wokha,40,191,17,248
2025-07,nagaland,zunheboto,48,277,24,349
2025-07,odisha,khordha,37,37,13,87
2025-07,odisha,nabarangpur,327,103,12,442
2025-07,punjab,amritsar,1293,400,24,1717
2025-07,punjab,gurdaspur,549,99,10,658
2025-07,punjab,hoshiarpur,277,66,22,365
2025-07,punjab,kapurthala,324,74,177,575
2025-07,punjab,ludhiana,2012,1133,221,3366
2025-07,punjab,patiala,766,237,18,1021
2025-07,punjab,s.a.snagar,300,89,34,423
2025-07,punjab,tarntaran,341,34,11,386
2025-07,rajasthan,ajmer,673,241,18,932
2025-07,rajasthan,alwar,1837,879,41,2757
2025-07,rajasthan,baran,336,91,10,437
2025-07,rajasthan,bharatpur,1219,758,21,1998
2025-07,rajasthan,bhilwara,477,332,22,831
2025-07,rajasthan,bikaner,763,452,30,1245
2025-07,rajasthan,bundi,121,85,17,223
2025-07,rajasthan,chittorgarh,835,701,40,1576
2025-07,rajasthan,churu,1072,1028,50,2150
2025-07,rajasthan,dholpur,467,247,13,727
2025-07,rajasthan,hanumangarh,456,284,11,751
2025-07,rajasthan,jaipur,2242,1110,86,3438
2025-07,rajasthan,jalore,296,181,13,490
2025-07,rajasthan,jodhpur,1722,828,66,2616
2025-07,rajasthan,karauli,612,323,11,946
2025-07,rajasthan,nagaur,870,660,21,1551
2025-07,rajasthan,sawaimadhopur,593,307,10,910
2025-07,rajasthan,sikar,461,178,11,650
2025-07,rajasthan,sirohi,1174,1471,72,2717
2025-07,rajasthan,tonk,635,332,19,986
2025-07,rajasthan,udaipur,511,323,21,855
2025-07,sikkim,southsikkim,100,147,13,260
2025-07,sikkim,westsikkim,48,108,15,171
2025-07,tamil nadu,chengalpattu,138,62,26,226
2025-07,tamil nadu,chennai,231,136,33,400
2025-07,tamil nadu,thiruvallur,261,75,10,346
2025-07,telangana,bhadradrikothagudem,507,109,23,639
2025-07,telangana,hyderabad,5199,1820,233,7252
2025-07,telangana,medchalmalkajgiri,250,146,10,406
2025-07,telangana,rangareddy,181,93,10,284
2025-07,tripura,gomati,69,45,10,124
2025-07,tripura,northtripura,124,75,17,216
2025-07,tripura,sepahijala,166,144,15,325
2025-07,uttar pradesh,agra,2371,2123,75,4569
2025-07,uttar pradesh,aligarh,3024,3256,128,6408
2025-07,uttar pradesh,ayodhya,262,324,17,603
2025-07,uttar pradesh,azamgarh,1034,2456,77,3567
2025-07,uttar pradesh,baghpat,118,280,15,413
2025-07,uttar pradesh,bahraich,3919,6096,532,10547
2025-07,uttar pradesh,balrampur,500,1822,58,2380
2025-07,uttar pradesh,banda,401,753,11,1165
2025-07,uttar pradesh,barabanki,1040,692,52,1784
2025-07,uttar pradesh,bareilly,1671,1356,45,3072
2025-07,uttar pradesh,budaun,1617,1656,53,3326
2025-07,uttar pradesh,bulandshahr,604,749,11,1364
2025-07,uttar pradesh,chandauli,609,949,47,1605
2025-07,uttar pradesh,deoria,130,240,11,381
2025-07,uttar pradesh,etah,2059,1625,48,3732
